hgnc	chrom	all	syn	mis	non	splice_site	frameshift
NDUFAF3	3	1.39092365168139e-05	4.18920345729957e-06	8.8413021983826e-06	5.53886255385489e-07	2.99938892346615e-07	3.51544487549886e-07
NDUFAF4	6	7.63710681138539e-06	1.9754053523377e-06	4.97858019925553e-06	4.47744135984244e-07	2.10434954429607e-07	3.34442323289827e-07
NDUFAF5	20	1.59394940987358e-05	4.28741556571578e-06	1.06480238433023e-05	5.40195027493421e-07	4.43978137329772e-07	6.57483203742308e-07
NDUFAF6	8	9.93659747765752e-06	2.42640381556907e-06	6.6312013965227e-06	5.40558399340784e-07	3.25365261174941e-07	6.34680318065155e-07
NDUFAF7	2	1.86934623879017e-05	5.18301434183002e-06	1.22862909742049e-05	8.07972412279359e-07	3.93813808813615e-07	8.39906289180826e-07
NDUFB1	14	6.21741657717092e-06	1.75513476436984e-06	4.22232376798716e-06	1.35166476980549e-07	9.00882852624524e-08	2.01425490162904e-07
NDUFB10	16	8.68882782881604e-06	2.33808002967802e-06	5.92575960510992e-06	3.13473674063963e-07	1.11514519886986e-07	3.28741601874167e-07
NDUFB11	X	8.46008274896301e-06	2.66958004834609e-06	5.35337467803475e-06	3.28545432798475e-07	8.79815087096516e-08	3.11639437615606e-07
NDUFB2	7	6.22400707648481e-06	1.7218487728046e-06	4.24023443554748e-06	1.56109590713649e-07	8.7959172811149e-08	2.01425490162904e-07
NDUFB3	2	3.22380453496433e-06	7.82556358099128e-07	2.24786667599872e-06	1.31325672378799e-07	4.42312033891529e-08	1.88123806853387e-07
NDUFB4	3	6.63256789699075e-06	1.89891980805554e-06	4.24644344698683e-06	3.2418608512452e-07	1.63018556838193e-07	2.29929097265833e-07
NDUFB5	3	8.98969475378755e-06	2.16683236507553e-06	6.26042631410638e-06	3.27195192387429e-07	2.22521508933899e-07	3.61045689916253e-07
NDUFB6	9	5.25216024372077e-06	1.29957795712002e-06	3.48551211979125e-06	3.22481371555335e-07	1.31527957351485e-07	2.45131021050424e-07
NDUFB7	19	7.62380522111566e-06	2.12526573577201e-06	5.29196544393167e-06	1.25094902531398e-07	6.21222727503872e-08	2.62233185308556e-07
NDUFB8	10	1.11111937675542e-05	3.25977588493857e-06	7.26676202806978e-06	3.88033559308627e-07	1.78654016081339e-07	3.55344968501702e-07
NDUFB9	8	9.72248710629422e-06	2.61190119867287e-06	6.30770032673266e-06	6.48354497258338e-07	1.32558197218746e-07	3.42043285183443e-07
NDUFC1	4	2.57384768934618e-06	7.59437517960013e-07	1.47824228926005e-06	2.53981809025718e-07	6.23591402774991e-08	1.46318516439861e-07
NDUFC2	11	6.36783738478544e-06	1.59299515392781e-06	4.61654630999578e-06	7.83730987241286e-08	6.33852176116905e-08	2.28028856791945e-07
NDUFC2-KCTD14	11	5.6398202877738e-06	1.47811511060144e-06	4.04906259670833e-06	6.75280282738668e-08	4.51145521619939e-08	2.56532463886578e-07
NDUFS1	2	2.70176199674603e-05	6.44117278932988e-06	1.86660129824586e-05	1.13463225799659e-06	7.57973507979134e-07	1.38337506452056e-06
NDUFS2	1	2.14544045975876e-05	5.17114440426926e-06	1.44291701024719e-05	1.31578047885047e-06	5.38309611849198e-07	8.70310136743409e-07
NDUFS3	11	1.40366042000786e-05	3.81660181771838e-06	9.501675125504e-06	3.09187865613381e-07	3.88722139787696e-07	5.03563725416492e-07
NDUFS4	5	7.29999115382498e-06	1.94146696507088e-06	4.72944872649313e-06	3.04900578169776e-07	2.98641879269439e-07	3.34442323289827e-07
NDUFS5	1	5.27340210336627e-06	1.14406178749648e-06	3.78708881398329e-06	2.80018496259608e-07	4.44035154191717e-08	2.03325730635933e-07
NDUFS6	5	8.66446730683559e-06	2.81899006821222e-06	5.5771302893509e-06	1.1172143509594e-07	1.35571559127207e-07	2.3753005915804e-07
NDUFS7	19	1.50782933059247e-05	4.53240012236331e-06	9.98755537313812e-06	3.14516836522818e-07	2.43820974052473e-07	4.06651461277502e-07
NDUFS8	11	1.38071864960213e-05	3.82056408309786e-06	9.44443425104076e-06	2.99454362645373e-07	2.2093425275739e-07	4.00950739859107e-07
NDUFV1	11	2.91365897782399e-05	8.60300944003655e-06	1.94078467146715e-05	7.03580928542981e-07	4.03859518318919e-07	8.83611820064047e-07
NDUFV2	18	9.1801019953776e-06	2.31252221273642e-06	6.21705257013935e-06	3.51757863483502e-07	2.85729527740936e-07	4.75060118311725e-07
NDUFV3	21	2.10877612050546e-05	6.70894060970595e-06	1.33382213100266e-05	9.18165919588036e-07	1.04331573634293e-07	9.00713984314784e-07
NEB	2	0.000265959985125309	7.475115745479e-05	0.000180818662861996	1.03714402680182e-05	NA	1.62014502749375e-05
NEBL	10	4.08671064281139e-05	1.13318484169956e-05	2.63465055209449e-05	1.88322129096046e-06	1.29249733730588e-06	1.92874408035806e-06
NECAB1	8	8.7820996256969e-06	2.31209473111051e-06	5.92126980755438e-06	5.29899419415895e-07	NA	6.68884646588924e-07
NECAB2	16	1.67277673947389e-05	4.96311874779165e-06	1.08042107082203e-05	4.29736654129057e-07	5.09805617934878e-07	7.35393063151842e-07
NECAB3	20	1.4278867274051e-05	4.19722983104272e-06	9.28973409650585e-06	4.46345298994206e-07	3.45558047560575e-07	7.54395467877146e-07
NECAP1	12	1.30000048945396e-05	3.54512300769486e-06	8.76749322951015e-06	3.61159181612435e-07	3.08367900785914e-07	5.24466370612304e-07
NECAP2	1	1.34065192323685e-05	3.81563223129256e-06	8.67584693838116e-06	5.86913679801174e-07	3.07303794836505e-07	5.0166348493973e-07
NEDD1	12	2.36488887950458e-05	6.14061130409073e-06	1.59069137946435e-05	1.01697219121741e-06	5.67859981443041e-07	1.25605895280578e-06
NEDD4	15	4.62379239642752e-05	1.20028852111468e-05	3.07581470238483e-05	2.44750157545325e-06	1.0090441493381e-06	2.37150011064288e-06
NEDD4L	18	4.4518686190874e-05	1.32275373188253e-05	2.93317674428507e-05	1.94664571699692e-06	NA	1.8546347019118e-06
NEDD8	14	3.31228284603556e-06	8.3874064974019e-07	2.14006963879457e-06	1.7821098150783e-07	1.32912329340158e-07	1.55819718805643e-07
NEDD8-MDP1	14	8.86761489556193e-06	2.30460231509059e-06	5.67968197742485e-06	6.01385022374309e-07	2.68341551898629e-07	3.68646651811436e-07
NEDD9	6	3.9762092400118e-05	1.22385707799558e-05	2.57231336597318e-05	1.53606019611326e-06	2.46317244409314e-07	1.58670079515544e-06
NEFH	22	2.76304325016258e-05	8.30760684570024e-06	1.8357888842303e-05	8.37760674046568e-07	1.12846105369136e-07	1.94014552320799e-06
NEFL	8	3.82272423056552e-05	1.30004837547304e-05	2.41890677703123e-05	9.83663483654787e-07	3.74584881161076e-08	1.03119716347846e-06
NEFM	8	4.71895499199882e-05	1.53788887144212e-05	3.06216683707149e-05	1.11218893514837e-06	6.35077217754236e-08	1.7425205139755e-06
NEGR1	1	1.60859313411103e-05	4.87658208467269e-06	1.02293340872727e-05	5.72512647683656e-07	3.876234923114e-07	6.74585367997901e-07
NEIL1	15	2.21133122877916e-05	5.97269806160277e-06	1.49620476190688e-05	7.99042340428768e-07	3.60670156482346e-07	7.42994025050094e-07
NEIL2	8	1.46806458210617e-05	4.63204722698309e-06	9.3516790621551e-06	5.48057956366278e-07	1.35642261439023e-07	6.32780077599548e-07
NEIL3	4	2.52570797901664e-05	6.52139162857404e-06	1.76631250870038e-05	6.59970665046809e-07	3.98996503592833e-07	1.15154572680287e-06
NEK1	4	3.94792117280109e-05	1.02005506942877e-05	2.71494426281522e-05	2.10940051152525e-06	NA	2.44560948905553e-06
NEK10	3	2.34003295741912e-05	6.20047456633419e-06	1.60062099407032e-05	1.08396091125706e-06	1.09684156149582e-07	1.35487145742558e-06
NEK11	3	2.44613078657573e-05	6.68900082119369e-06	1.58656651207296e-05	1.23586195891995e-06	6.51494107186626e-07	1.22755534570888e-06
NEK2	1	1.92130014809401e-05	4.62779694595342e-06	1.29771612980973e-05	1.16560485473827e-06	4.2307699744764e-07	8.47507251067913e-07
NEK3	13	1.78609305621116e-05	4.8158801206051e-06	1.21515672308258e-05	8.73937356046362e-07	NA	9.63421919933296e-07
NEK4	3	2.91258365053775e-05	7.04460707347695e-06	1.9620753576884e-05	1.84421086011574e-06	5.99583223196646e-07	1.60000247848268e-06
NEK5	13	2.60032204196171e-05	6.73239089527305e-06	1.7205384118144e-05	1.13893303654842e-06	9.04156864023469e-07	1.34727049552886e-06
NEK6	9	1.86537587130278e-05	5.89950103123129e-06	1.16052849826334e-05	7.66459132317963e-07	3.64523713334343e-07	6.6128368469823e-07
NEK7	1	1.20263052975948e-05	2.94138822130962e-06	7.93631223157011e-06	7.80520987267505e-07	3.54472579864406e-07	5.75772863393456e-07
NEK8	17	3.38704877303286e-05	9.71509461753546e-06	2.22841693839055e-05	1.24828567778434e-06	6.04972175896842e-07	1.3168666479608e-06
NEK9	14	3.78611475711195e-05	1.01317316379567e-05	2.50705762240115e-05	1.73016799285699e-06	9.08429780599445e-07	1.86223566378e-06
NELFA	4	3.52426343004222e-05	1.2587179830531e-05	2.1666819332428e-05	6.00089020236614e-07	3.67530296952549e-07	1.02612985555113e-06
NELFB	9	3.05365127835216e-05	1.031200351901e-05	1.90564434794688e-05	6.741070379928e-07	4.939587470188e-07	1.10403971496079e-06
NELFCD	20	2.81567118370416e-05	8.89164973653688e-06	1.76860747763143e-05	8.5261535398257e-07	7.12779010734922e-07	1.12304211969094e-06
NELFE	6	2.0604136368188e-05	4.42194992298987e-06	1.42285188104796e-05	1.53538062823725e-06	3.99010638228161e-07	7.23991620301097e-07
NELL1	11	3.37569790980972e-05	8.58922112323592e-06	2.27056543526838e-05	1.4917724668137e-06	9.53778620270077e-07	1.54109502380636e-06
NELL2	12	3.41693168948634e-05	8.93582358628515e-06	2.27715188680056e-05	1.60497821591934e-06	8.38199981302237e-07	1.55249646664137e-06
NEMF	14	4.01348804620842e-05	9.99599484555327e-06	2.63266254939567e-05	2.14157750411248e-06	1.64507243900513e-06	2.04655898970602e-06
NENF	1	5.1483075883478e-06	1.53425892173073e-06	3.28561477637595e-06	2.02351441508573e-07	1.04694055655173e-07	3.28741601874167e-07
NEO1	15	5.95142349617392e-05	1.59558144363637e-05	3.9663302273104e-05	2.53248484559952e-06	1.33475017343075e-06	2.77815157188822e-06
NES	1	6.66102349379493e-05	1.968961303992e-05	4.44250436197944e-05	2.34214684503555e-06	1.34157848503395e-07	3.08219004758447e-06
NET1	10	2.48759061339558e-05	6.49373953584324e-06	1.66736990229792e-05	1.22224764010988e-06	4.64178795541902e-07	1.13444356253537e-06
NETO1	18	2.29045667195277e-05	5.79391410229141e-06	1.54839933711067e-05	1.08892498784571e-06	5.16750073831673e-07	1.01472841272198e-06
NETO2	16	2.1151724281728e-05	5.19200848613196e-06	1.42202532621425e-05	1.27536232993249e-06	4.50534039296123e-07	9.99526488923953e-07
NEU1	6	2.33330548022361e-05	6.95101765784122e-06	1.51401473931203e-05	8.79550974094084e-07	3.44362703143439e-07	7.90500036880348e-07
NEU2	2	2.15575586650881e-05	7.24105237179887e-06	1.34772599183361e-05	7.73911343502662e-07	4.63580681143873e-08	7.23991620301097e-07
NEU3	11	1.71329151821257e-05	4.44599831071413e-06	1.20349994762215e-05	6.38909292227577e-07	NA	8.77911098652017e-07
NEU4	2	3.31806105583532e-05	1.0788702184741e-05	2.18107822572842e-05	4.96957448189843e-07	6.43748390859667e-08	9.21616629524266e-07
NEURL	10	2.88809074763763e-05	9.98338018385491e-06	1.81632032882654e-05	5.36081577702402e-07	1.78883651741421e-07	1.09263827212302e-06
NEURL2	20	2.18365309807608e-05	6.70979635719416e-06	1.47739094499522e-05	2.88695593855443e-07	4.53264645962835e-08	5.43468775352361e-07
NEURL4	17	8.9241032262296e-05	2.63043149519249e-05	5.97374033887673e-05	1.91682298561495e-06	1.25740337350373e-06	2.97007585970439e-06
NEUROD1	2	2.2034215499349e-05	7.538091290944e-06	1.40152723906403e-05	4.37191233519883e-07	2.33132690621222e-08	6.783858489489e-07
NEUROD2	17	2.60618859045316e-05	9.36479396811206e-06	1.6286259318873e-05	3.70809784419338e-07	2.29843288511088e-08	7.27792101259284e-07
NEUROD4	12	1.18595101687355e-05	3.18604129015559e-06	8.18916457787682e-06	4.41380282938622e-07	2.40008798186966e-08	6.30879837115066e-07
NEUROD6	7	1.41545284160896e-05	4.43206246263159e-06	9.04794811177414e-06	6.35914936718219e-07	2.55783059492944e-08	6.42281279963933e-07
NEUROG1	5	2.12050529011476e-05	7.31970930540489e-06	1.3456097328349e-05	1.87451786228328e-07	2.22502302489944e-07	4.52257232638516e-07
NEUROG2	4	2.24118674316745e-05	8.05932204630777e-06	1.3919306401293e-05	3.89554537946941e-07	2.28058915846937e-08	5.18765649197934e-07
NEUROG3	10	1.80364657894718e-05	5.9507742889469e-06	1.14615228615864e-05	5.83488468135357e-07	2.28394742973641e-08	4.08551701744727e-07
NEXN	1	2.42861915896558e-05	5.6138298618522e-06	1.64092425606053e-05	1.76712300516885e-06	4.8298108068595e-07	1.28456255991609e-06
NF1	17	0.000107639167310193	2.76138679941315e-05	7.2816042952053e-05	4.7150208753595e-06	2.47543967040055e-06	5.39668294408332e-06
NF2	22	2.62598730761592e-05	7.43315129380013e-06	1.71328601873428e-05	1.06944141671968e-06	6.07740491478298e-07	1.12304211969094e-06
NFAM1	22	1.3205814554018e-05	4.15629019749774e-06	8.36839494071604e-06	4.43825056661593e-07	2.17966016978638e-07	5.14965168247102e-07
NFASC	1	6.90846200753108e-05	2.13123928226699e-05	4.45195411071039e-05	2.10884164401591e-06	1.12960043523134e-06	2.35819842731736e-06
NFAT5	16	5.08460007839586e-05	1.34243211458374e-05	3.38218771301945e-05	3.02869955720973e-06	5.57404262740069e-07	2.76675012907946e-06
NFATC1	18	5.84238055825572e-05	2.15037656832422e-05	3.54890061123299e-05	1.03517646973987e-06	3.81061248046241e-07	1.56959863090792e-06
NFATC2	20	5.85780210232516e-05	2.02033251276747e-05	3.60739384181699e-05	1.63623783810816e-06	6.39562753691291e-07	1.75202171632722e-06
NFATC2IP	16	1.28290341810642e-05	3.35846223687053e-06	8.71640435836214e-06	4.42468667397453e-07	2.90904139283567e-07	7.98100998771299e-07
NFATC3	16	3.72163322891123e-05	9.73492583253658e-06	2.50418570844331e-05	2.04244418358204e-06	3.7621877263267e-07	2.03135706591618e-06
NFATC4	14	4.84347019459122e-05	1.45147989058391e-05	3.23779816786573e-05	1.23020082784581e-06	3.11720534132147e-07	1.83373205667585e-06
NFE2	12	1.84342405140423e-05	4.87344658748295e-06	1.29355868696999e-05	5.61513485063499e-07	4.57330331636653e-08	7.10689936996889e-07
NFE2L1	17	3.62009741811414e-05	1.02848914077636e-05	2.41169626211482e-05	1.59849078217114e-06	1.81720036556779e-07	1.46888588583241e-06
NFE2L2	2	2.11427108069022e-05	5.81226876523444e-06	1.43872660416206e-05	7.66466213354718e-07	1.55842341015115e-07	1.15154572680287e-06
NFE2L3	7	2.03887893926819e-05	5.78936157570069e-06	1.37982921062831e-05	6.73815707594481e-07	1.08394151053016e-07	1.32066712891244e-06
NFIA	1	2.1347490854396e-05	5.97271377622138e-06	1.37995240679876e-05	1.18383906965983e-06	3.71574036174503e-07	9.6912264136507e-07
NFIB	9	1.76288787976826e-05	4.70274240742198e-06	1.16214121816561e-05	9.23566052405535e-07	3.61795340745061e-07	9.40619034253898e-07
NFIC	19	3.26818476559928e-05	1.09995008205713e-05	2.07986049279564e-05	5.24595442845962e-07	3.3334908879085e-07	9.50120236636616e-07
NFIL3	9	1.88991940469181e-05	5.62245266162165e-06	1.24940691495919e-05	7.50410851364892e-07	1.75472013581453e-08	8.79811339121588e-07
NFIX	19	2.66162482016813e-05	8.72508227737536e-06	1.72887448745844e-05	5.84575834955998e-07	NA	8.39906289180826e-07
NFKB1	4	4.0843116133404e-05	1.18843237430864e-05	2.68607342799423e-05	1.10444121355085e-06	9.74788970199001e-07	1.84323325907408e-06
NFKB2	10	3.88449043833044e-05	1.11161551539181e-05	2.53207177963841e-05	1.59371349739842e-06	7.94970917739926e-07	1.71211666640718e-06
NFKBIA	14	1.60478894419524e-05	4.94111708296527e-06	1.0218498518641e-05	5.25307514148899e-07	3.37929779865331e-07	6.04276470489181e-07
NFKBIB	19	2.49719043596435e-05	8.4473704815122e-06	1.5652027116615e-05	4.00512812014811e-07	4.4960308913106e-07	6.783858489489e-07
NFKBID	19	1.74422565272835e-05	5.24063854790901e-06	1.1328635260745e-05	4.09931602525146e-07	4.63051116167777e-07	5.96675508597909e-07
NFKBIE	6	1.16836735992358e-05	3.46146704385547e-06	7.79320332467425e-06	2.12526504841634e-07	1.9864159063466e-07	9.52020477107201e-07
NFKBIL1	6	1.65666031632105e-05	3.57542655794062e-06	1.18510098511347e-05	1.00440235978097e-06	1.35764394080888e-07	7.25891860780864e-07
NFKBIZ	3	2.44488461324722e-05	6.75618979533605e-06	1.61762218529126e-05	9.09186213013717e-07	5.88413073324424e-07	1.36627290026186e-06
NFRKB	11	6.22402942619652e-05	1.73092502989556e-05	4.19391129338591e-05	1.90808640273262e-06	1.05528806632791e-06	2.47031261525055e-06
NFS1	20	1.9793518532953e-05	4.59723921023287e-06	1.39471928502741e-05	7.07429936610404e-07	5.20732114445984e-07	8.70310136743409e-07
NFU1	2	7.81906536186082e-06	1.98445243747662e-06	5.31879039673014e-06	2.34946296742229e-07	2.67820526017561e-07	4.38955549319926e-07
NFX1	9	4.56975510680104e-05	1.18374292204023e-05	3.07851815267748e-05	2.04550495206102e-06	1.01616599215043e-06	2.13016957049537e-06
NFXL1	4	3.20015352458399e-05	7.26314804748869e-06	2.19579488359402e-05	1.86980641646107e-06	8.97576171529696e-07	1.73301931161562e-06
NFYA	6	1.38657939120078e-05	3.39926307058425e-06	9.23575246845742e-06	8.65591121717891e-07	3.509262230726e-07	6.6128368469823e-07
NFYB	12	7.30761323963443e-06	1.83938498129941e-06	4.94671459922328e-06	2.34990432401414e-07	2.58028483266779e-07	3.95250018434696e-07
NFYC	1	1.44166720718687e-05	3.98795723525342e-06	9.38851885596849e-06	6.63849188479656e-07	3.5836374260732e-07	5.73872622927021e-07
NGB	14	5.94191060400536e-06	1.72873212608154e-06	3.92102891628977e-06	1.89292733675847e-07	8.85113237824475e-08	2.88836551931709e-07
NGDN	14	1.43326906059168e-05	3.07859070689744e-06	1.01552267677363e-05	6.81827667529762e-07	3.98269150290272e-07	5.92875027657939e-07
NGEF	2	3.95498788121189e-05	1.21169903746464e-05	2.5907981654675e-05	9.11907049843972e-07	5.8507653930492e-07	1.35107097648561e-06
NGF	1	1.36338879380282e-05	3.75079679674478e-06	9.55805332194873e-06	2.88016327982979e-07	1.62341595060248e-08	4.5985819452745e-07
NGFR	17	2.94081525145359e-05	1.03693186600988e-05	1.81526023716065e-05	6.74710936122968e-07	1.93948748014278e-07	8.13302922547548e-07
NGFRAP1	X	4.88058832291588e-06	9.51854934111293e-07	3.53269250209446e-06	3.577557947959e-07	1.88489072363804e-08	2.12826933004562e-07
NGLY1	3	2.35940253685995e-05	5.9771025735357e-06	1.56306382797609e-05	1.48094335570707e-06	4.88650046158139e-07	1.24465750997745e-06
NGRN	15	1.43605182956736e-05	4.26419561030388e-06	9.32286342470298e-06	6.69264130196445e-07	8.74922651403957e-08	5.54870218192719e-07
NHEJ1	2	1.22274088334045e-05	3.35750244018563e-06	7.900925040027e-06	6.89233016197679e-07	2.66742789066965e-07	5.70072141977188e-07
NHLH1	1	1.0349503769135e-05	3.03313787306279e-06	7.02845536772784e-06	2.48037139218883e-07	2.20362184702097e-08	2.5463222341346e-07
NHLH2	1	1.07072827678973e-05	3.57331838271092e-06	7.00442030953505e-06	9.90930628226042e-08	1.11017738231915e-08	2.58432704362661e-07
NHLRC1	6	2.39375115471025e-05	8.05313290839181e-06	1.53591173628513e-05	4.82501959247939e-07	2.03936587173168e-08	7.52495227399752e-07
NHLRC2	10	2.24397004500733e-05	6.08263646060371e-06	1.50396698821424e-05	8.84196329869606e-07	4.14374633470801e-07	1.38147482406004e-06
NHLRC3	13	1.32264616823924e-05	3.60423573299195e-06	8.73397196913309e-06	6.09122683547702e-07	2.59295031634461e-07	6.6128368469823e-07
NHLRC4	16	5.22543852499251e-06	1.57585958398359e-06	3.51183369973676e-06	1.1697317706799e-07	NA	2.35629818682508e-07
NHP2	5	8.84669546674273e-06	2.67722102748748e-06	5.75947129592512e-06	2.49133835901212e-07	1.35696506586481e-07	2.92637032883778e-07
NHP2L1	22	6.07220094898844e-06	1.98186575221355e-06	3.85487205304785e-06	1.32263784559976e-07	8.9564703366545e-08	2.45131021050424e-07
NHS	X	6.29462761095682e-05	1.75785981795036e-05	4.3074783242163e-05	1.98081070857129e-06	2.85023247696337e-07	3.09929221187826e-06
NHSL2	X	2.52689666959993e-05	7.32986548953349e-06	1.72869901627965e-05	6.27006513408301e-07	2.5104529975348e-08	2.32969482019877e-06
NICN1	3	1.20171298780272e-05	3.38134200386912e-06	8.15108347468063e-06	2.44876529964205e-07	2.23313110291614e-07	4.06651461277502e-07
NID1	1	7.02591098381455e-05	2.24772715927336e-05	4.47375637429791e-05	2.0859007894377e-06	9.33402711778946e-07	2.37150011064288e-06
NID2	14	7.1174932474045e-05	2.19638250699896e-05	4.58449124600811e-05	2.303886825439e-06	1.04797886285429e-06	2.61473089120305e-06
NIF3L1	2	1.49083116121585e-05	3.9399884115199e-06	9.99075349202312e-06	7.37096665687058e-07	2.20686335396927e-07	6.66984406119204e-07
NIM1	5	2.07542515401417e-05	5.91087718798735e-06	1.37679694161874e-05	9.65129277653157e-07	9.04055125658902e-08	8.30405086811984e-07
