symbol	chr	start	end	case	control	p_value	p_value_adj
MRPL57	13	21750784	21753223	1	0	0.342466	1
MRPS10	6	42174539	42185603	2	1	0.266673	1
MRPS11	15	89010684	89024004	1	0	0.343066	1
MRPS17	7	56019512	56024194	1	1	0.560344	1
MRPS18A	6	43639040	43655528	1	1	0.565243	1
MRPS18C	4	84377085	84390888	2	0	0.120488	1
MRPS2	9	138391830	138396519	3	0	0.0370963	1
MRPS22	3	138724648	139076065	3	1	0.111989	1
MRPS24	7	43906157	43909492	3	0	0.0388961	1
MRPS28	8	80830952	80942524	1	0	0.343166	1
MRPS30	5	44809027	44820530	1	0	0.344966	1
MRPS31	13	41303271	41345309	1	1	0.561244	1
MRPS34	16	1821891	1823156	6	2	0.0223978	1
MRPS36	5	68513587	68525956	1	0	0.344966	1
MRPS5	2	95752952	95815179	0	1	1	1
MRPS6	21	35445524	35515334	4	1	0.0510949	1
MRS2	6	24403136	24426422	0	2	1	1
MRTO4	1	19578033	19586622	3	0	0.0340966	1
MS4A1	11	60223225	60238233	1	0	0.347265	1
MS4A2	11	59855734	59865939	1	0	0.348565	1
MS4A3	11	59824060	59838601	1	1	0.577442	1
MS4A5	11	60197062	60222687	1	0	0.347265	1
MS4A6A	11	59939487	59952139	1	0	0.348565	1
MSANTD3	9	103189438	103213993	1	0	0.344766	1
MSANTD3-TMEFF1	9	103204553	103339918	1	0	0.344766	1
MSANTD4	11	105866350	105893130	1	0	0.332867	1
MSH2	2	47630108	47789450	0	1	1	1
MSH3	5	79950467	80172279	3	0	0.0408959	1
MSH6	2	47922669	48037240	0	1	1	1
MSI2	17	55333212	55762046	1	0	0.345365	1
MSL1	17	38278551	38293169	1	0	0.339266	1
MSL2	3	135867764	135916083	1	0	0.337166	1
MSLN	16	693262	818865	14	18	0.170783	1
MSLNL	16	819428	833370	8	4	0.0242976	1
MSMB	10	51549553	51562515	1	0	0.338766	1
MSMP	9	35752987	35756610	1	0	0.346365	1
MSR1	8	15965387	16424999	105	614	1	1
MSRB3	12	65672423	65882024	1	1	0.574543	1
MST1	3	49721380	49726934	1	0	0.337966	1
MST1R	3	49924435	49941306	1	0	0.337966	1
MSTO1	1	155579996	155584758	1	0	0.341966	1
MSX2	5	174151536	174157896	3	0	0.0375962	1
MT1A	16	56672578	56784188	2	0	0.118788	1
MT1B	16	56685811	56687116	2	0	0.118788	1
MT1E	16	56659387	56661024	2	0	0.118788	1
MT1F	16	56691606	56694610	2	0	0.118788	1
MT1M	16	56666145	56667898	2	0	0.118788	1
MTA1	14	105886157	105937066	1	318	1	1
MTA2	11	62360686	62369312	0	1	1	1
MTA3	2	42721709	42984087	0	1	1	1
MTBP	8	121457640	121554373	1	0	0.340566	1
MTERF1	7	91321323	91510034	2	0	0.118288	1
MTERF4	2	242011584	242041747	1	0	0.336966	1
MTF2	1	93544792	93604638	1	1	0.564944	1
MTFMT	15	65293850	65321977	1	0	0.345465	1
MTFP1	22	30821518	30825040	5	1	0.020098	1
MTG1	10	135207598	135234811	9	13	0.318968	1
MTG2	20	60758085	60778624	1	0	0.338766	1
MTHFD2L	4	74979891	75168816	0	1	1	1
MTHFR	1	11845780	11866977	3	0	0.0378962	1
MTL5	11	68474908	68519032	2	0	0.118188	1
MTMR12	5	32227100	32313115	1	0	0.347365	1
MTMR3	22	30279144	30426855	7	7	0.168983	1
MTMR7	8	17155539	17271037	1	2	1	1
MTO1	6	74171301	74218959	0	1	1	1
MTOR	1	11166592	11322564	3	1	0.114989	1
MTPAP	10	30598730	30663377	3	0	0.0383962	1
MTPN	7	135611509	135662101	1	1	0.567043	1
MTRF1	13	41790505	41837713	2	0	0.113989	1
MTRF1L	6	153308497	153323820	3	0	0.0377962	1
MTRNR2L1	17	22022437	22023989	1	2	1	1
MTRNR2L13	4	117220032	117221476	0	4	1	1
MTRNR2L4	16	3420979	3422740	3	1	0.116688	1
MTRNR2L5	10	57359063	57359801	2	11	1	1
MTRNR2L7	10	37890368	37891902	1	0	0.354165	1
MTSS1	8	125563031	125740670	0	2	1	1
MTSS1L	16	70695107	70719969	3	0	0.0382962	1
MTTP	4	100484918	100545156	3	1	0.119388	1
MTUS1	8	17501304	17658426	1	2	1	1
MTX2	2	177134123	177202753	3	1	0.117088	1
MTX3	5	79272554	79287085	1	0	0.336666	1
MUC15	11	26580580	26593780	0	1	1	1
MUC16	19	8959520	9092018	1	0	0.346665	1
MUC2	11	1074875	1104419	2	0	0.117288	1
MUC5AC	11	1151580	1222364	1	0	0.348365	1
MUC5B	11	1244296	1283402	2	0	0.117588	1
MUC7	4	71296209	71348714	0	1	1	1
MUL1	1	20825941	20834654	3	0	0.0419958	1
MUM1	19	1285892	1378430	7	9	0.289571	1
MURC	9	103340361	103350188	1	0	0.344766	1
MUSK	9	113431051	113563900	2	0	0.114989	1
MUTYH	1	45794835	45806142	0	1	1	1
MVB12B	9	129089128	129269320	0	1	1	1
MVD	16	88718343	88729569	6	3	0.0480952	1
MX1	21	42792231	42831141	4	1	0.0494951	1
MX2	21	42733870	42781317	5	3	0.0957904	1
MXD1	2	70124820	70170077	1	0	0.350565	1
MXD3	5	176728462	176739758	1	1	0.563244	1
MXRA7	17	74668633	74707098	0	3	1	1
MYB	6	135502453	135540311	3	0	0.0415958	1
MYCBPAP	17	48585745	48608862	0	4	1	1
MYCT1	6	153019030	153045702	3	0	0.0377962	1
MYDGF	19	4641386	4670382	2	1	0.263174	1
MYEF2	15	48426828	48470714	1	1	0.569343	1
MYEOV	11	69061605	69182494	2	0	0.118188	1
MYEOV2	2	241065980	241076224	1	0	0.336966	1
MYF5	12	81110691	81113452	3	3	0.337366	1
MYF6	12	81101277	81103253	3	3	0.337366	1
MYH1	17	10395624	10421860	0	2	1	1
MYH11	16	15796992	15950890	9	12	0.273073	1
MYH13	17	10201401	10276447	0	9	1	1
MYH14	19	50691443	50813802	0	1	1	1
MYH15	3	108099216	108248169	1	1	0.571443	1
MYH2	17	10424465	10453274	0	2	1	1
MYH6	14	23851199	23877486	1	0	0.344366	1
MYH7B	20	33563206	33590240	1	0	0.340666	1
MYH8	17	10293639	10325267	0	1	1	1
MYL3	3	46899362	46923659	1	0	0.337966	1
MYL7	7	44178463	44180931	3	0	0.0388961	1
MYL9	20	35169887	35179850	1	0	0.334667	1
MYLIP	6	16129356	16148479	3	1	0.121688	1
MYLK	3	123328896	123603178	1	1	0.568443	1
MYLPF	16	30382255	30389312	2	0	0.113189	1
MYO10	5	16662023	16936385	1	0	0.340566	1
MYO15A	17	18012020	18083116	1	0	0.343066	1
MYO18B	22	26138111	26427007	1	0	0.337966	1
MYO19	17	34851477	34899284	5	1	0.0194981	1
MYO1A	12	57422301	57444982	3	0	0.0414959	1
MYO1B	2	192109911	192290115	1	0	0.345365	1
MYO1G	7	45002261	45018697	2	0	0.126687	1
MYO3A	10	26223196	26501456	1	0	0.340566	1
MYO3B	2	171034655	171511681	2	1	0.271173	1
MYO5A	15	52599480	52821247	1	7	1	1
MYO5B	18	47349183	47721463	0	1	1	1
MYO5C	15	52484519	52587995	1	1	0.568543	1
MYO9A	15	72114630	72410918	1	0	0.341966	1
MYO9B	19	17186591	17325346	2	1	0.260974	1
MYOC	1	171604557	171621823	0	1	1	1
MYOF	10	95066186	95242074	2	0	0.118588	1
MYOM2	8	1993155	2113475	2	28	1	1
MYOZ2	4	120056939	120108944	0	1	1	1
MYPOP	19	46393278	46405862	1	0	0.351465	1
MYRF	11	61520114	61555990	1	0	0.343766	1
MYT1	20	62783144	62873606	1	0	0.338766	1
MZT2A	2	132222473	132250316	2	2	0.421058	1
MZT2B	2	130939310	130948302	0	5	1	1
N6AMT1	21	30244513	30257693	2	0	0.116688	1
N6AMT2	13	21302870	21348097	1	0	0.342466	1
NAA11	4	80146848	80247204	1	1	0.562444	1
NAA15	4	140222609	140341187	2	0	0.113789	1
NAA16	13	41885341	41951166	2	0	0.113989	1
NAA20	20	19997760	20014299	1	0	0.343466	1
NAA30	14	57857262	57882635	2	0	0.114989	1
NAA38	17	7760003	7788556	2	1	0.272373	1
NAA40	11	63706431	63724800	1	0	0.344666	1
NAA60	16	3493611	3536963	4	1	0.0469953	1
NAALAD2	11	89864683	89926062	1	1	0.560844	1
NAALADL1	11	64812290	64826021	1	0	0.344666	1
NAALADL2	3	174156363	175528340	6	4	0.0905909	1
NAB2	12	57482677	57489259	3	0	0.0414959	1
NABP1	2	192542794	192561385	1	1	0.572143	1
NACA	12	57106212	57125412	1	0	0.347865	1
NACA2	17	59667787	59668563	1	0	0.343966	1
NACAD	7	45120037	45128513	2	0	0.126687	1
NACC1	19	13228917	13251955	3	0	0.0432957	1
NADSYN1	11	71164155	71235153	2	1	0.277972	1
NAE1	16	66836778	66907159	1	0	0.338866	1
NAF1	4	164031225	164088073	0	1	1	1
NAGA	22	42454358	42466846	3	0	0.0379962	1
NAGPA	16	5074845	5084142	2	4	1	1
NANOG	12	7940390	7951737	0	42	1	1
NANOGNB	12	7917812	7926717	0	42	1	1
NANOGP8	15	35376394	35377311	0	1	1	1
NANOS1	10	120789228	120793244	2	0	0.119288	1
NANOS2	19	46416472	46418128	1	0	0.351465	1
NANOS3	19	13972877	13991571	3	0	0.040196	1
NANP	20	25593571	25604811	0	1	1	1
NAP1L1	12	76430367	76478813	2	1	0.277372	1
NAP1L5	4	89617066	89619386	1	0	0.336466	1
NAPA	19	47990894	48018497	0	280	1	1
NAPB	20	23355156	23402156	1	0	0.343466	1
NAPEPLD	7	102740223	102790007	3	0	0.0417958	1
NAPRT	8	144656955	144660819	3	2	0.221478	1
NARF	17	80416056	80448413	2	0	0.117888	1
NARFL	16	779753	791329	6	16	1	1
NARS	18	55267888	55289445	1	0	0.340666	1
NAT10	11	34127149	34169217	0	1	1	1
NAT14	19	55996371	55998935	1	0	0.347165	1
NAT6	3	50333833	50336852	1	0	0.337966	1
NAT8	2	73867959	73869520	2	1	0.275272	1
NAT9	17	72766686	72772506	1	0	0.345965	1
NAV1	1	201592013	201796097	1	0	0.339966	1
NAV3	12	78224685	78606788	3	3	0.364664	1
NBAS	2	15307033	15701454	2	1	0.270073	1
NBEA	13	35516424	36247159	3	4	0.450355	1
NBEAL2	3	47021173	47051193	1	0	0.337966	1
NBL1	1	19967048	19984949	2	0	0.110689	1
NBN	8	90945564	91015456	1	0	0.341266	1
NBPF1	1	16888814	16940057	5	46	1	1
NBPF10	1	145289772	145370303	3	7	1	1
NBPF11	1	146032647	146082765	1	5	1	1
NBPF14	1	148003642	148025863	0	1	1	1
NBPF15	1	148555979	148596267	4	66	1	1
NBPF16	1	148739443	148758311	3	62	1	1
NBPF20	1	148250249	148347506	0	1	1	1
NBPF24	1	147574428	147634886	0	3	1	1
NBPF3	1	21766621	21811498	3	0	0.0419958	1
NBPF4	1	108765963	108786703	1	77	1	1
NBPF6	1	108918421	109013624	6	100	1	1
NBPF8	1	144146808	144224481	2	1	0.266573	1
NBPF9	1	144811744	144830413	2	5	1	1
NBR1	17	41322498	41363708	3	0	0.040496	1
NCALD	8	102698771	103137135	1	2	1	1
NCAM1	11	112831969	113149158	2	2	0.412659	1
NCAM2	21	22370633	22915650	1	19	1	1
NCAN	19	19322782	19363042	1	0	0.342366	1
NCAPG2	7	158424003	158497520	0	1	1	1
NCAPH	2	97001525	97039583	0	1	1	1
NCK1	3	136581050	136668665	2	0	0.116988	1
NCKAP5	2	133429372	134326034	5	11	1	1
NCKAP5L	12	50184929	50222533	1	0	0.337866	1
NCKIPSD	3	48711277	48723797	2	1	0.265273	1
NCLN	19	3185561	3209573	1	0	0.329367	1
NCMAP	1	24882602	24935819	0	1	1	1
NCOA2	8	71021997	71316040	1	2	1	1
NCOA3	20	46130646	46285621	0	1	1	1
NCOA4	10	51565108	51590734	1	0	0.338766	1
NCOA6	20	33276901	33413452	1	0	0.340666	1
NCOA7	6	126102307	126253176	1	1	0.562144	1
NCOR1	17	15932471	16121499	2	0	0.113889	1
NCOR2	12	124808961	125052135	2	0	0.117588	1
NCR2	6	41303393	41318625	2	0	0.115988	1
NCR3	6	31556672	31560762	0	102	1	1
NCSTN	1	160313062	160328742	1	0	0.349565	1
NDE1	16	15737124	15820210	9	12	0.274273	1
NDEL1	17	8316449	8393729	1	0	0.344066	1
NDFIP2	13	80055259	80130210	0	1	1	1
NDN	15	23930547	23932477	1	0	0.345365	1
NDNL2	15	29560353	29562033	4	4	0.273173	1
NDRG1	8	134249414	134314265	0	22	1	1
NDRG2	14	21484922	21539031	2	7	1	1
NDRG3	20	35280169	35374481	1	0	0.334667	1
NDRG4	16	58496750	58547532	1	0	0.342266	1
NDST1	5	149865381	149937773	0	2	1	1
NDST3	4	118954773	119179803	0	1	1	1
NDST4	4	115748919	116035032	1	1	0.562944	1
NDUFA10	2	240831867	240964819	2	0	0.114689	1
NDUFA12	12	95290831	95397546	0	1	1	1
NDUFA4	7	10971578	10979883	0	3	1	1
NDUFA4L2	12	57628686	57634498	3	0	0.0414959	1
NDUFA7	19	8373652	8386280	1	0	0.336166	1
NDUFA9	12	4758261	4803483	0	3	1	1
NDUFAB1	16	23592323	23607677	1	0	0.344566	1
NDUFAF1	15	41679547	41694717	0	1	1	1
NDUFAF2	5	60240956	60448864	5	2	0.0506949	1
NDUFAF3	3	49057892	49060928	1	0	0.337966	1
NDUFAF5	20	13765596	13802228	1	0	0.337266	1
NDUFAF6	8	95907995	96128683	1	0	0.342066	1
NDUFAF7	2	37458774	37480546	1	0	0.346965	1
NDUFB3	2	201936156	201950473	0	1	1	1
NDUFB5	3	179322478	179345435	1	0	0.340666	1
NDUFB7	19	14676890	14682874	2	0	0.117688	1
NDUFB9	8	125551344	125580751	0	1	1	1
NDUFC1	4	140188034	140223705	1	1	0.561544	1
NDUFS4	5	52856463	52979170	2	0	0.119288	1
NDUFS6	5	1801514	1816719	0	1	1	1
NDUFS7	19	1383526	1395588	2	20	1	1
NDUFS8	11	67798084	67804111	1	0	0.344266	1
NDUFV1	11	67374323	67380006	1	4	1	1
NDUFV3	21	44299754	44333414	3	1	0.118888	1
NEB	2	152341850	152591001	1	1	0.571243	1
NEBL	10	21068902	21463116	0	1	1	1
NECAB1	8	91803778	91971636	3	0	0.039896	1
NECAB2	16	84002237	84036381	3	2	0.219978	1
NECAB3	20	32244893	32262269	1	0	0.340666	1
NECAP2	1	16767167	16786573	1	16	1	1
NEDD4	15	56119120	56285944	0	1	1	1
NEDD4L	18	55711599	56068772	5	226	1	1
NEDD9	6	11183531	11382581	5	1	0.0188981	1
NEGR1	1	71861623	72748417	1	8	1	1
NEIL1	15	75639296	75649455	0	1	1	1
NEIL3	4	178230990	178284097	5	1	0.019798	1
NEK10	3	27151576	27410951	1	0	0.336266	1
NEK11	3	130745694	131069309	1	0	0.340566	1
NEK3	13	52706775	52733996	0	1	1	1
NEK4	3	52742465	52804965	0	1	1	1
NEK5	13	52607747	52703214	0	1	1	1
NELFCD	20	57556263	57570188	1	0	0.338766	1
NELL1	11	20691097	21597227	5	185	1	1
NELL2	12	44902058	45315631	1	2	1	1
NEMP1	12	57449426	57481846	3	0	0.0414959	1
NEO1	15	73344051	73597547	1	0	0.333567	1
NET1	10	5454514	5500426	1	0	0.351365	1
NEU2	2	233897382	233899767	1	0	0.336966	1
NEU4	2	242749920	242758739	3	1	0.124688	1
NEURL3	2	97163380	97173846	0	24	1	1
NEUROG1	5	134869972	134871639	0	1	1	1
NEUROG2	4	113434672	113437328	0	1	1	1
NEXN	1	78354198	78409580	1	0	0.333467	1
NF1	17	29421945	29709134	2	0	0.113889	1
NFAM1	22	42776416	42828401	3	1	0.117088	1
NFASC	1	204797779	204991950	0	3	1	1
NFAT5	16	69598997	69738569	1	2	1	1
NFATC1	18	77155856	77289325	2	1	0.269173	1
NFATC2	20	50003494	50179370	1	1	0.570343	1
NFATC2IP	16	28962128	28978418	4	5	0.367263	1
NFATC3	16	68118654	68263162	1	0	0.338866	1
NFE2L2	2	178092323	178257425	1	0	0.335266	1
NFE2L3	7	26191860	26226745	1	0	0.340866	1
NFIA	1	61330931	61928465	0	1	1	1
NFIB	9	14081842	14398982	0	2	1	1
NFIC	19	3359561	3469215	1	0	0.329367	1
NFIL3	9	94171327	94186144	1	1	0.575042	1
NFIX	19	13106422	13209610	3	1	0.121188	1
NFKB2	10	104153867	104162286	1	0	0.345665	1
NFKBIE	6	44225903	44233525	1	1	0.565243	1
NFKBIL1	6	31514647	31526606	0	102	1	1
NFS1	20	34255977	34287281	2	0	0.114689	1
NFU1	2	69622882	69664760	1	0	0.350565	1
NFYA	6	41040684	41067715	1	0	0.339766	1
NGEF	2	233743396	233877982	3	1	0.119688	1
NGFR	17	47572655	47592379	2	0	0.113789	1
NGRN	15	90808891	90821373	2	0	0.118588	1
NHEJ1	2	219940039	220025587	1	0	0.343966	1
NHLH1	1	160336857	160342638	1	0	0.349565	1
NHLH2	1	116378998	116386538	1	0	0.335766	1
NHLRC1	6	18121650	18122837	4	2	0.108789	1
NHLRC3	13	39612443	39624246	1	0	0.335366	1
NHSL1	6	138743180	139013708	3	0	0.0432957	1
NICN1	3	49460379	49466759	1	0	0.337966	1
NIF3L1	2	201754050	201768653	2	0	0.121888	1
NIFK	2	122484521	122494499	0	1	1	1
NIM1K	5	43192173	43280952	1	0	0.344966	1
NIN	14	51186481	51297839	0	1	1	1
NINJ1	9	95883771	95896570	1	0	0.350965	1
NINL	20	25433341	25566153	1	2	1	1
NIP7	16	69373333	69377014	1	0	0.338866	1
NIPA1	15	23043277	23100005	38	42	0.0192981	1
NIPBL	5	36876861	37066515	1	0	0.340366	1
NIPSNAP3A	9	107509969	107522403	3	1	0.119688	1
NIPSNAP3B	9	107526438	107539738	3	0	0.0366963	1
NIT1	1	161087876	161095235	1	0	0.349565	1
NKAIN2	6	124125286	125146803	2	3	0.554045	1
NKAIN3	8	63161150	63912211	3	7	1	1
NKAPL	6	28227098	28228736	0	1	1	1
NKD1	16	50582241	50674650	1	0	0.342366	1
NKD2	5	1008944	1039058	0	2	1	1
NKIRAS2	17	40163400	40177662	1	0	0.336166	1
NKPD1	19	45653008	45663408	0	1	1	1
NKX2-2	20	21491648	21494664	2	0	0.116388	1
NKX2-3	10	101292690	101296281	1	0	0.336766	1
NKX2-4	20	21376005	21378666	2	0	0.116388	1
NKX6-1	4	85413140	85419603	1	0	0.349565	1
NLGN1	3	173114074	174004434	2	0	0.121888	1
NLN	5	65018023	65167553	1	0	0.344966	1
NLRP1	17	5402747	5522744	1	0	0.341866	1
NLRP14	11	7041677	7092539	0	1	1	1
NLRP2	19	55464498	55512510	2	3	0.554445	1
NLRP4	19	56347944	56393220	0	1	1	1
NLRP5	19	56511092	56573179	0	3	1	1
NLRP7	19	55434877	55477680	1	1	0.566443	1
NLRP8	19	56459198	56499995	0	1	1	1
NLRP9	19	56219798	56249768	0	1	1	1
NMB	15	85198360	85201794	0	2	1	1
NMBR	6	142379467	142409936	4	3	0.187681	1
NME1	17	49230897	49239789	0	2	1	1
NME1-NME2	17	49230951	49249105	0	2	1	1
NME2	17	49242796	49249108	0	2	1	1
NME3	16	1820287	1821731	6	2	0.0223978	1
NME4	16	446725	460367	8	10	0.250875	1
NME6	3	48334754	48343175	1	0	0.337966	1
NME7	1	169101769	169337205	1	0	0.336366	1
NME8	7	37888199	37940003	3	1	0.120088	1
NME9	3	137980279	138048728	2	0	0.113189	1
NMI	2	152126979	152146571	1	0	0.345765	1
NMNAT3	3	139279022	139396859	3	0	0.0353965	1
NMRAL1	16	4511681	4545764	2	0	0.118888	1
NMRK2	19	3933101	3942414	3	0	0.0374963	1
NMS	2	101086944	101099742	0	1	1	1
NMU	4	56461396	56502865	2	0	0.117888	1
NMUR2	5	151771093	151812929	0	2	1	1
NNAT	20	36149617	36152095	1	0	0.334667	1
NNMT	11	114128509	114184007	1	1	0.556944	1
NNT	5	43602794	43707507	1	0	0.344966	1
NOA1	4	57829536	57844989	1	0	0.340466	1
NOB1	16	69775770	69788843	1	0	0.338866	1
NOC2L	1	879584	894689	1	1	0.565143	1
NOC3L	10	96092983	96122716	2	0	0.118588	1
NOC4L	12	132628993	132637018	1	0	0.346965	1
NOCT	4	139936943	139967093	1	0	0.338366	1
NOL11	17	65713949	65740647	2	0	0.115088	1
NOL12	22	38077680	38089485	1	0	0.346165	1
NOL3	16	67204057	67209638	1	0	0.338866	1
NOL4	18	31431064	31804916	1	0	0.336866	1
NOL4L	20	31030862	31172876	1	0	0.340966	1
NOL7	6	13615559	13632971	2	1	0.272473	1
NOL8	9	95059640	95087918	1	0	0.350965	1
NOLC1	10	103911933	103923628	1	0	0.345665	1
NOM1	7	156742417	156765876	1	0	0.341966	1
NOMO1	16	14927538	14990017	28	30	0.0167983	1
NOMO2	16	18511182	18573533	4	18	1	1
NOMO3	16	16326352	16388671	4	16	1	1
NOP16	5	175810941	175815976	1	0	0.340666	1
NOS1AP	1	162039564	162340265	1	1	0.571643	1
NOS2	17	26083792	26127525	0	1	1	1
NOSTRIN	2	169643049	169722024	3	0	0.040396	1
NOTCH1	9	139388896	139440314	10	24	1	1
NOTCH2	1	120454176	120612240	1	1	0.560344	1
NOTCH2NL	1	145209119	145291972	3	7	1	1
NOTCH3	19	15269849	15311792	2	1	0.277572	1
NOV	8	120428546	120436593	1	0	0.337866	1
NOVA1	14	26912299	27066960	1	3	1	1
NOVA2	19	46436992	46476804	1	0	0.351465	1
NOX3	6	155716504	155777037	3	0	0.0382962	1
NOX4	11	89057524	89231355	1	1	0.570143	1
NOX5	15	69222864	69355083	1	0	0.341966	1
NOXO1	16	2028918	2034193	5	1	0.0213979	1
NOXRED1	14	77860364	77889860	0	1	1	1
NPAS2	2	101436614	101613291	0	1	1	1
NPAS3	14	33404139	34273382	2	7	1	1
NPAS4	11	66188475	66194178	1	0	0.339266	1
NPAT	11	108027942	108093369	2	1	0.268273	1
NPBWR2	20	62737173	62738524	1	0	0.338766	1
NPC1L1	7	44552134	44580914	3	0	0.040396	1
NPCDR1	3	59957215	59957583	0	1	1	1
NPEPL1	20	57264187	57294294	1	0	0.338766	1
NPFFR2	4	72897521	73013784	1	2	1	1
NPHP4	1	5922871	6052533	6	2	0.0213979	1
NPIPA1	16	14844670	15045917	28	37	0.0810919	1
NPIPA2	16	14841923	14859270	5	2	0.0474953	1
NPIPA3	16	14802801	14859305	5	2	0.0474953	1
NPIPA5	16	15457481	15474904	6	9	0.410859	1
NPIPA7	16	16472912	16487811	4	16	1	1
NPIPA8	16	18411799	18441131	2	1	0.266673	1
NPIPB11	16	29392675	29415350	2	1	0.268173	1
NPIPB15	16	74411776	74425978	1	4	1	1
NPIPB4	16	21845890	21892148	4	13	1	1
NPIPB5	16	22490442	22547842	8	5	0.0379962	1
NPIPB6	16	28353876	28374829	4	1	0.0483952	1
NPIPB7	16	28467693	28481868	3	3	0.333867	1
NPIPB8	16	28648975	28670003	4	5	0.371063	1
NPIPB9	16	28763108	28784128	4	7	0.547945	1
NPNT	4	106815932	106925184	1	0	0.338266	1
NPPA	1	11905766	11908402	3	0	0.0378962	1
NPPB	1	11917521	11918988	3	0	0.0378962	1
NPR2	9	35792151	35809729	1	0	0.346365	1
NPR3	5	32689176	32791830	1	1	0.570343	1
NPRL2	3	50384761	50388522	1	0	0.337966	1
NPSR1	7	34697851	34917944	2	147	1	1
NPTN	15	73852355	73926475	0	1	1	1
NPTX2	7	98246609	98259180	3	0	0.0413959	1
NPVF	7	25264189	25268105	2	0	0.117188	1
NPY	7	24323782	24331484	1	1	0.562944	1
NPY4R	10	47083534	47088320	67	257	1	1
NQO1	16	69740899	69760854	1	0	0.338866	1
NR1D1	17	38249040	38256978	1	0	0.339266	1
NR1H2	19	50832910	50886239	0	1	1	1
NR1H4	12	100867486	100958191	0	64	1	1
NR2C1	12	95414005	95467479	0	1	1	1
NR2C2AP	19	19312225	19314233	1	0	0.342366	1
NR2E1	6	108487262	108510013	1	0	0.337866	1
NR2E3	15	72084977	72110600	1	0	0.341966	1
NR2F6	19	17342692	17356749	2	1	0.260974	1
NR3C2	4	148999913	149365850	2	1	0.270673	1
NR4A1	12	52416616	52453291	1	0	0.347165	1
NR4A3	9	102584137	102629173	1	0	0.344766	1
NRCAM	7	107788068	108097161	1	2	1	1
NRDE2	14	90734200	90798481	1	0	0.340166	1
NREP	5	110998318	111333161	3	2	0.219578	1
NRG1	8	31496902	32622548	1	3	1	1
NRG3	10	83635070	84746935	12	11	0.0547945	1
NRG4	15	76228310	76352136	0	1	1	1
NRL	14	24549316	24584223	0	1	1	1
NRN1	6	5998232	6007838	3	0	0.0415958	1
NRN1L	16	67918708	67922758	1	0	0.338866	1
NRP1	10	33466420	33625190	3	0	0.0394961	1
NRSN1	6	24126350	24155128	0	1	1	1
NRSN2	20	327426	340304	1	1	0.567843	1
NRXN1	2	50145643	51452702	18	66	1	1
NRXN2	11	64373646	64490660	2	0	0.119188	1
NRXN3	14	78636716	80334633	2	13	1	1
NSD1	5	176560026	176727216	1	1	0.563244	1
NSF	17	44668035	44834830	0	3	1	1
NSG1	4	4349867	4420785	3	0	0.0382962	1
NSL1	1	212899495	212965124	1	0	0.345465	1
NSMCE1	16	27236312	27280115	2	0	0.116488	1
NSMCE2	8	126103921	126379362	0	2	1	1
NSUN6	10	18834490	18948214	1	0	0.343766	1
NT5C1B	2	18744138	18770838	1	0	0.349165	1
NT5C1B-RDH14	2	18736811	18770830	1	0	0.349165	1
NT5C2	10	104847774	104953063	0	1	1	1
NT5C3A	7	33053726	33102409	2	0	0.112189	1
NT5DC1	6	116422012	116570660	4	1	0.0540946	1
NT5E	6	86159302	86205509	3	0	0.0410959	1
NT5M	17	17206649	17250977	1	2	1	1
NTAN1	16	15131710	15149936	5	19	1	1
NTF4	19	49559050	49568333	0	1	1	1
NTHL1	16	2089816	2097867	1	0	0.336166	1
NTN1	17	8924859	9147317	0	1	1	1
NTNG1	1	107682629	108026080	1	1	0.565543	1
NTPCR	1	233086351	233119628	1	0	0.346565	1
NTRK3	15	88402982	88799999	1	0	0.343066	1
NTS	12	86268073	86276770	2	0	0.125487	1
NTSR1	20	61340189	61394123	1	3	1	1
NUAK1	12	106457118	106533811	1	0	0.344766	1
NUAK2	1	205271187	205290919	0	1	1	1
NUBP2	16	1832902	1839192	4	3	0.187481	1
NUBPL	14	31959162	32330430	1	0	0.339866	1
NUCB1	19	49403307	49426629	2	1	0.277572	1
NUDCD1	8	110253148	110346614	3	6	1	1
NUDCD2	5	162873532	162887146	1	0	0.337366	1
NUDT1	7	2281857	2290781	3	2	0.224578	1
NUDT12	5	102884556	102898494	1	0	0.342066	1
NUDT14	14	105639275	105647660	12	516	1	1
NUDT15	13	48611703	48621358	0	1	1	1
NUDT16	3	131100515	131107674	1	0	0.340566	1
NUDT16L1	16	4743695	4745860	2	0	0.118888	1
NUDT17	1	145586115	145589439	7	5	0.0783922	1
NUDT19	19	33182867	33204702	1	1	0.574943	1
NUDT22	11	63993413	63998158	3	0	0.0380962	1
NUDT4	12	93771659	93801922	1	0	0.339366	1
NUDT7	16	77756389	77776157	1	0	0.340766	1
NUDT8	11	67395409	67397401	1	7	1	1
NUDT9	4	88343734	88380606	0	2	1	1
NUF2	1	163236366	163325554	2	0	0.120788	1
NUMA1	11	71713910	71791739	1	0	0.344266	1
NUP133	1	229576007	229644088	1	0	0.336466	1
NUP153	6	17615266	17707065	3	1	0.121688	1
NUP205	7	135242667	135333505	1	0	0.345965	1
NUP54	4	77035812	77069668	0	1	1	1
NUP62	19	50410082	50433020	0	1	1	1
NUP88	17	5264258	5323480	1	0	0.341866	1
NUPR1	16	28544029	28550495	4	3	0.188081	1
NUS1	6	117996665	118031803	2	0	0.115788	1
NUSAP1	15	41624892	41673248	0	1	1	1
NUTF2	16	67880635	67906470	1	0	0.338866	1
